target_id,ligand_id,label,selection_role,receptor_id,seed_count,seed0_representative_score,seed1_representative_score,seed2_representative_score,median_representative_score,minimum_representative_score,maximum_representative_score,seed_score_range,primary_ranking_score,sensitivity_ranking_score,representative_method,status
MK14,MK14_active_L000169,active,development_train,MK14_3KQ7_aligned,3,-8.577,-8.735,-8.549,-8.577,-8.735,-8.549,0.18599999999999994,8.577,8.735,pose_rank_1,ok
MK14,MK14_active_L000172,active,development_validation,MK14_1A9U_aligned,3,-9.935,-9.968,-9.966,-9.966,-9.968,-9.935,0.032999999999999474,9.966,9.968,pose_rank_1,ok
MK14,MK14_active_L000172,active,development_validation,MK14_2QD9_reference,3,-9.646,-9.622,-9.667,-9.646,-9.667,-9.622,0.04499999999999993,9.646,9.667,pose_rank_1,ok
MK14,MK14_active_L000172,active,development_validation,MK14_3K3J_aligned,3,-10.48,-10.67,-10.66,-10.66,-10.67,-10.48,0.1899999999999995,10.66,10.67,pose_rank_1,ok
MK14,MK14_active_L000172,active,development_validation,MK14_3KQ7_aligned,3,-10.88,-10.9,-11.0,-10.9,-11.0,-10.88,0.11999999999999922,10.9,11.0,pose_rank_1,ok
MK14,MK14_active_L000178,active,development_validation,MK14_1A9U_aligned,3,-9.329,-9.336,-9.333,-9.333,-9.336,-9.329,0.006999999999999673,9.333,9.336,pose_rank_1,ok
MK14,MK14_active_L000178,active,development_validation,MK14_2QD9_reference,3,-8.618,-8.618,-8.595,-8.618,-8.618,-8.595,0.022999999999999687,8.618,8.618,pose_rank_1,ok
MK14,MK14_active_L000178,active,development_validation,MK14_3K3J_aligned,3,-9.288,-9.297,-9.288,-9.288,-9.297,-9.288,0.009000000000000341,9.288,9.297,pose_rank_1,ok
MK14,MK14_active_L000178,active,development_validation,MK14_3KQ7_aligned,3,-10.24,-10.38,-10.36,-10.36,-10.38,-10.24,0.14000000000000057,10.36,10.38,pose_rank_1,ok
MK14,MK14_active_L000179,active,development_train,MK14_1A9U_aligned,3,-8.95,-9.006,-8.978,-8.978,-9.006,-8.95,0.05600000000000094,8.978,9.006,pose_rank_1,ok
MK14,MK14_active_L000179,active,development_train,MK14_2QD9_reference,3,-8.152,-8.173,-8.178,-8.173,-8.178,-8.152,0.026000000000001577,8.173,8.178,pose_rank_1,ok
MK14,MK14_active_L000179,active,development_train,MK14_3K3J_aligned,3,-8.859,-8.865,-8.846,-8.859,-8.865,-8.846,0.019000000000000128,8.859,8.865,pose_rank_1,ok
MK14,MK14_active_L000179,active,development_train,MK14_3KQ7_aligned,3,-8.067,-8.013,-8.014,-8.014,-8.067,-8.013,0.05400000000000027,8.014,8.067,pose_rank_1,ok
MK14,MK14_active_L000197,active,development_validation,MK14_1A9U_aligned,3,-9.026,-9.792,-9.864,-9.792,-9.864,-9.026,0.838000000000001,9.792,9.864,pose_rank_1,ok
MK14,MK14_active_L000197,active,development_validation,MK14_2QD9_reference,3,-8.954,-8.979,-8.97,-8.97,-8.979,-8.954,0.02499999999999858,8.97,8.979,pose_rank_1,ok
MK14,MK14_active_L000197,active,development_validation,MK14_3K3J_aligned,3,-10.21,-10.24,-10.31,-10.24,-10.31,-10.21,0.09999999999999964,10.24,10.31,pose_rank_1,ok
MK14,MK14_active_L000197,active,development_validation,MK14_3KQ7_aligned,3,-10.32,-10.32,-9.435,-10.32,-10.32,-9.435,0.8849999999999998,10.32,10.32,pose_rank_1,ok
MK14,MK14_active_L000212,active,development_train,MK14_1A9U_aligned,3,-8.207,-8.355,-8.233,-8.233,-8.355,-8.207,0.1479999999999997,8.233,8.355,pose_rank_1,ok
MK14,MK14_active_L000212,active,development_train,MK14_2QD9_reference,3,-8.425,-8.44,-8.781,-8.44,-8.781,-8.425,0.35599999999999987,8.44,8.781,pose_rank_1,ok
MK14,MK14_active_L000212,active,development_train,MK14_3K3J_aligned,3,-10.57,-10.48,-10.52,-10.52,-10.57,-10.48,0.08999999999999986,10.52,10.57,pose_rank_1,ok
MK14,MK14_active_L000212,active,development_train,MK14_3KQ7_aligned,3,-11.4,-11.48,-11.5,-11.48,-11.5,-11.4,0.09999999999999964,11.48,11.5,pose_rank_1,ok
MK14,MK14_active_L000214,active,development_validation,MK14_1A9U_aligned,3,-8.73,-8.74,-8.731,-8.731,-8.74,-8.73,0.009999999999999787,8.731,8.74,pose_rank_1,ok
MK14,MK14_active_L000214,active,development_validation,MK14_2QD9_reference,3,-11.24,-11.23,-11.24,-11.24,-11.24,-11.23,0.009999999999999787,11.24,11.24,pose_rank_1,ok
MK14,MK14_active_L000214,active,development_validation,MK14_3K3J_aligned,3,-9.717,-9.7,-9.707,-9.707,-9.717,-9.7,0.017000000000001236,9.707,9.717,pose_rank_1,ok
MK14,MK14_active_L000214,active,development_validation,MK14_3KQ7_aligned,3,-9.326,-9.304,-9.341,-9.326,-9.341,-9.304,0.036999999999999034,9.326,9.341,pose_rank_1,ok
MK14,MK14_active_L000216,active,development_train,MK14_1A9U_aligned,3,-9.269,-9.337,-9.331,-9.331,-9.337,-9.269,0.06799999999999962,9.331,9.337,pose_rank_1,ok
MK14,MK14_active_L000216,active,development_train,MK14_2QD9_reference,3,-8.827,-8.879,-8.862,-8.862,-8.879,-8.827,0.0519999999999996,8.862,8.879,pose_rank_1,ok
MK14,MK14_active_L000216,active,development_train,MK14_3K3J_aligned,3,-9.5,-9.524,-9.511,-9.511,-9.524,-9.5,0.023999999999999133,9.511,9.524,pose_rank_1,ok
MK14,MK14_active_L000216,active,development_train,MK14_3KQ7_aligned,3,-10.1,-10.12,-10.05,-10.1,-10.12,-10.05,0.06999999999999851,10.1,10.12,pose_rank_1,ok
MK14,MK14_active_L000224,active,development_train,MK14_1A9U_aligned,3,-9.018,-9.03,-9.016,-9.018,-9.03,-9.016,0.013999999999999346,9.018,9.03,pose_rank_1,ok
MK14,MK14_active_L000224,active,development_train,MK14_2QD9_reference,3,-10.15,-10.31,-10.29,-10.29,-10.31,-10.15,0.16000000000000014,10.29,10.31,pose_rank_1,ok
MK14,MK14_active_L000224,active,development_train,MK14_3K3J_aligned,3,-9.927,-9.941,-9.95,-9.941,-9.95,-9.927,0.022999999999999687,9.941,9.95,pose_rank_1,ok
MK14,MK14_active_L000224,active,development_train,MK14_3KQ7_aligned,3,-10.96,-10.95,-10.95,-10.95,-10.96,-10.95,0.010000000000001563,10.95,10.96,pose_rank_1,ok
MK14,MK14_active_L000227,active,development_train,MK14_1A9U_aligned,3,-7.844,-7.967,-7.838,-7.844,-7.967,-7.838,0.12899999999999956,7.844,7.967,pose_rank_1,ok
MK14,MK14_active_L000227,active,development_train,MK14_2QD9_reference,3,-9.0,-9.246,-8.865,-9.0,-9.246,-8.865,0.3810000000000002,9.0,9.246,pose_rank_1,ok
MK14,MK14_active_L000227,active,development_train,MK14_3K3J_aligned,3,-9.676,-9.682,-9.717,-9.682,-9.717,-9.676,0.04100000000000037,9.682,9.717,pose_rank_1,ok
MK14,MK14_active_L000227,active,development_train,MK14_3KQ7_aligned,3,-10.51,-10.49,-10.51,-10.51,-10.51,-10.49,0.019999999999999574,10.51,10.51,pose_rank_1,ok
MK14,MK14_active_L000231,active,development_validation,MK14_1A9U_aligned,3,-9.044,-8.584,-8.483,-8.584,-9.044,-8.483,0.5609999999999999,8.584,9.044,pose_rank_1,ok
MK14,MK14_active_L000231,active,development_validation,MK14_2QD9_reference,3,-8.44,-8.355,-8.83,-8.44,-8.83,-8.355,0.47499999999999964,8.44,8.83,pose_rank_1,ok
MK14,MK14_active_L000231,active,development_validation,MK14_3K3J_aligned,3,-10.5,-9.867,-10.55,-10.5,-10.55,-9.867,0.6829999999999998,10.5,10.55,pose_rank_1,ok
MK14,MK14_active_L000231,active,development_validation,MK14_3KQ7_aligned,3,-10.9,-11.03,-10.97,-10.97,-11.03,-10.9,0.129999999999999,10.97,11.03,pose_rank_1,ok
MK14,MK14_active_L000244,active,development_validation,MK14_1A9U_aligned,3,-8.442,-8.42,-8.455,-8.442,-8.455,-8.42,0.03500000000000014,8.442,8.455,pose_rank_1,ok
MK14,MK14_active_L000244,active,development_validation,MK14_2QD9_reference,3,-9.966,-9.923,-9.953,-9.953,-9.966,-9.923,0.04299999999999926,9.953,9.966,pose_rank_1,ok
MK14,MK14_active_L000244,active,development_validation,MK14_3K3J_aligned,3,-9.078,-9.091,-9.093,-9.091,-9.093,-9.078,0.015000000000000568,9.091,9.093,pose_rank_1,ok
MK14,MK14_active_L000244,active,development_validation,MK14_3KQ7_aligned,3,-9.808,-9.817,-9.817,-9.817,-9.817,-9.808,0.009000000000000341,9.817,9.817,pose_rank_1,ok
MK14,MK14_active_L000251,active,development_validation,MK14_1A9U_aligned,3,-8.826,-8.833,-8.578,-8.826,-8.833,-8.578,0.2550000000000008,8.826,8.833,pose_rank_1,ok
MK14,MK14_active_L000251,active,development_validation,MK14_2QD9_reference,3,-8.803,-8.822,-8.642,-8.803,-8.822,-8.642,0.17999999999999972,8.803,8.822,pose_rank_1,ok
MK14,MK14_active_L000251,active,development_validation,MK14_3K3J_aligned,3,-9.553,-8.802,-8.767,-8.802,-9.553,-8.767,0.7860000000000014,8.802,9.553,pose_rank_1,ok
MK14,MK14_active_L000251,active,development_validation,MK14_3KQ7_aligned,3,-10.3,-10.41,-10.47,-10.41,-10.47,-10.3,0.16999999999999993,10.41,10.47,pose_rank_1,ok
MK14,MK14_active_L000256,active,development_train,MK14_1A9U_aligned,3,-9.732,-9.38,-9.544,-9.544,-9.732,-9.38,0.35199999999999854,9.544,9.732,pose_rank_1,ok
MK14,MK14_active_L000256,active,development_train,MK14_2QD9_reference,3,-8.577,-8.69,-9.002,-8.69,-9.002,-8.577,0.4250000000000007,8.69,9.002,pose_rank_1,ok
MK14,MK14_active_L000256,active,development_train,MK14_3K3J_aligned,3,-9.391,-9.531,-9.472,-9.472,-9.531,-9.391,0.14000000000000057,9.472,9.531,pose_rank_1,ok
MK14,MK14_active_L000256,active,development_train,MK14_3KQ7_aligned,3,-10.16,-10.21,-10.14,-10.16,-10.21,-10.14,0.07000000000000028,10.16,10.21,pose_rank_1,ok
MK14,MK14_active_L000259,active,development_train,MK14_1A9U_aligned,3,-7.602,-7.601,-7.73,-7.602,-7.73,-7.601,0.12900000000000045,7.602,7.73,pose_rank_1,ok
MK14,MK14_active_L000259,active,development_train,MK14_2QD9_reference,3,-8.9,-9.248,-9.273,-9.248,-9.273,-8.9,0.37299999999999933,9.248,9.273,pose_rank_1,ok
MK14,MK14_active_L000259,active,development_train,MK14_3K3J_aligned,3,-9.68,-9.766,-9.719,-9.719,-9.766,-9.68,0.0860000000000003,9.719,9.766,pose_rank_1,ok
MK14,MK14_active_L000259,active,development_train,MK14_3KQ7_aligned,3,-9.462,-9.376,-9.573,-9.462,-9.573,-9.376,0.19700000000000095,9.462,9.573,pose_rank_1,ok
MK14,MK14_active_L000263,active,development_train,MK14_1A9U_aligned,3,-10.02,-10.03,-10.02,-10.02,-10.03,-10.02,0.009999999999999787,10.02,10.03,pose_rank_1,ok
MK14,MK14_active_L000263,active,development_train,MK14_2QD9_reference,3,-10.06,-10.03,-10.03,-10.03,-10.06,-10.03,0.030000000000001137,10.03,10.06,pose_rank_1,ok
MK14,MK14_active_L000263,active,development_train,MK14_3K3J_aligned,3,-9.599,-9.628,-9.571,-9.599,-9.628,-9.571,0.057000000000000384,9.599,9.628,pose_rank_1,ok
MK14,MK14_active_L000263,active,development_train,MK14_3KQ7_aligned,3,-9.982,-10.35,-9.419,-9.982,-10.35,-9.419,0.9309999999999992,9.982,10.35,pose_rank_1,ok
MK14,MK14_active_L000271,active,development_validation,MK14_1A9U_aligned,3,-9.052,-9.018,-8.993,-9.018,-9.052,-8.993,0.058999999999999275,9.018,9.052,pose_rank_1,ok
MK14,MK14_active_L000271,active,development_validation,MK14_2QD9_reference,3,-9.464,-9.464,-9.523,-9.464,-9.523,-9.464,0.058999999999999275,9.464,9.523,pose_rank_1,ok
MK14,MK14_active_L000271,active,development_validation,MK14_3K3J_aligned,3,-11.86,-11.85,-11.58,-11.85,-11.86,-11.58,0.27999999999999936,11.85,11.86,pose_rank_1,ok
MK14,MK14_active_L000271,active,development_validation,MK14_3KQ7_aligned,3,-12.56,-12.61,-12.52,-12.56,-12.61,-12.52,0.08999999999999986,12.56,12.61,pose_rank_1,ok
MK14,MK14_active_L000283,active,development_train,MK14_1A9U_aligned,3,-9.842,-9.867,-9.436,-9.842,-9.867,-9.436,0.43100000000000094,9.842,9.867,pose_rank_1,ok
MK14,MK14_active_L000283,active,development_train,MK14_2QD9_reference,3,-8.933,-8.904,-8.983,-8.933,-8.983,-8.904,0.07900000000000063,8.933,8.983,pose_rank_1,ok
MK14,MK14_active_L000283,active,development_train,MK14_3K3J_aligned,3,-11.56,-9.985,-11.63,-11.56,-11.63,-9.985,1.6450000000000014,11.56,11.63,pose_rank_1,ok
MK14,MK14_active_L000283,active,development_train,MK14_3KQ7_aligned,3,-12.63,-12.55,-12.58,-12.58,-12.63,-12.55,0.08000000000000007,12.58,12.63,pose_rank_1,ok
MK14,MK14_active_L000288,active,development_train,MK14_1A9U_aligned,3,-8.751,-9.161,-8.583,-8.751,-9.161,-8.583,0.5779999999999994,8.751,9.161,pose_rank_1,ok
MK14,MK14_active_L000288,active,development_train,MK14_2QD9_reference,3,-8.331,-8.477,-8.242,-8.331,-8.477,-8.242,0.23499999999999943,8.331,8.477,pose_rank_1,ok
MK14,MK14_active_L000288,active,development_train,MK14_3K3J_aligned,3,-11.36,-11.41,-11.41,-11.41,-11.41,-11.36,0.05000000000000071,11.41,11.41,pose_rank_1,ok
MK14,MK14_active_L000288,active,development_train,MK14_3KQ7_aligned,3,-12.74,-12.72,-12.72,-12.72,-12.74,-12.72,0.019999999999999574,12.72,12.74,pose_rank_1,ok
MK14,MK14_active_L000290,active,development_validation,MK14_1A9U_aligned,3,-8.398,-8.452,-8.426,-8.426,-8.452,-8.398,0.05400000000000027,8.426,8.452,pose_rank_1,ok
MK14,MK14_active_L000290,active,development_validation,MK14_2QD9_reference,3,-9.327,-9.393,-7.096,-9.327,-9.393,-7.096,2.2970000000000006,9.327,9.393,pose_rank_1,ok
MK14,MK14_active_L000290,active,development_validation,MK14_3K3J_aligned,3,-8.724,-8.759,-8.374,-8.724,-8.759,-8.374,0.3849999999999998,8.724,8.759,pose_rank_1,ok
MK14,MK14_active_L000290,active,development_validation,MK14_3KQ7_aligned,3,-8.356,-8.37,-8.323,-8.356,-8.37,-8.323,0.04699999999999882,8.356,8.37,pose_rank_1,ok
MK14,MK14_active_L000294,active,development_train,MK14_1A9U_aligned,3,-8.213,-8.681,-8.452,-8.452,-8.681,-8.213,0.46799999999999997,8.452,8.681,pose_rank_1,ok
MK14,MK14_active_L000294,active,development_train,MK14_2QD9_reference,3,-8.535,-8.065,-7.869,-8.065,-8.535,-7.869,0.6660000000000004,8.065,8.535,pose_rank_1,ok
MK14,MK14_active_L000294,active,development_train,MK14_3K3J_aligned,3,-8.696,-8.772,-9.233,-8.772,-9.233,-8.696,0.5370000000000008,8.772,9.233,pose_rank_1,ok
MK14,MK14_active_L000294,active,development_train,MK14_3KQ7_aligned,3,-10.04,-10.36,-10.43,-10.36,-10.43,-10.04,0.39000000000000057,10.36,10.43,pose_rank_1,ok
MK14,MK14_active_L000295,active,development_train,MK14_1A9U_aligned,3,-10.84,-10.84,-10.85,-10.84,-10.85,-10.84,0.009999999999999787,10.84,10.85,pose_rank_1,ok
MK14,MK14_active_L000295,active,development_train,MK14_2QD9_reference,3,-9.918,-9.871,-9.654,-9.871,-9.918,-9.654,0.26399999999999935,9.871,9.918,pose_rank_1,ok
MK14,MK14_active_L000295,active,development_train,MK14_3K3J_aligned,3,-9.854,-9.046,-9.886,-9.854,-9.886,-9.046,0.8399999999999999,9.854,9.886,pose_rank_1,ok
MK14,MK14_active_L000295,active,development_train,MK14_3KQ7_aligned,3,-10.23,-10.22,-10.2,-10.22,-10.23,-10.2,0.030000000000001137,10.22,10.23,pose_rank_1,ok
MK14,MK14_active_L000296,active,development_train,MK14_1A9U_aligned,3,-10.25,-9.592,-10.16,-10.16,-10.25,-9.592,0.6579999999999995,10.16,10.25,pose_rank_1,ok
MK14,MK14_active_L000296,active,development_train,MK14_2QD9_reference,3,-10.25,-10.26,-10.27,-10.26,-10.27,-10.25,0.019999999999999574,10.26,10.27,pose_rank_1,ok
MK14,MK14_active_L000296,active,development_train,MK14_3K3J_aligned,3,-13.55,-13.49,-11.89,-13.49,-13.55,-11.89,1.6600000000000001,13.49,13.55,pose_rank_1,ok
MK14,MK14_active_L000296,active,development_train,MK14_3KQ7_aligned,3,-14.41,-14.39,-14.41,-14.41,-14.41,-14.39,0.019999999999999574,14.41,14.41,pose_rank_1,ok
MK14,MK14_active_L000297,active,development_train,MK14_1A9U_aligned,3,-11.89,-11.86,-11.84,-11.86,-11.89,-11.84,0.05000000000000071,11.86,11.89,pose_rank_1,ok
MK14,MK14_active_L000297,active,development_train,MK14_2QD9_reference,3,-9.987,-9.972,-9.97,-9.972,-9.987,-9.97,0.01699999999999946,9.972,9.987,pose_rank_1,ok
MK14,MK14_active_L000297,active,development_train,MK14_3K3J_aligned,3,-10.52,-12.43,-11.5,-11.5,-12.43,-10.52,1.9100000000000001,11.5,12.43,pose_rank_1,ok
MK14,MK14_active_L000297,active,development_train,MK14_3KQ7_aligned,3,-12.46,-13.01,-12.97,-12.97,-13.01,-12.46,0.5499999999999989,12.97,13.01,pose_rank_1,ok
MK14,MK14_active_L000298,active,development_validation,MK14_1A9U_aligned,3,-7.982,-8.065,-8.112,-8.065,-8.112,-7.982,0.1299999999999999,8.065,8.112,pose_rank_1,ok
MK14,MK14_active_L000298,active,development_validation,MK14_2QD9_reference,3,-7.577,-8.221,-8.183,-8.183,-8.221,-7.577,0.6440000000000001,8.183,8.221,pose_rank_1,ok
MK14,MK14_active_L000298,active,development_validation,MK14_3K3J_aligned,3,-8.823,-8.147,-8.454,-8.454,-8.823,-8.147,0.6760000000000002,8.454,8.823,pose_rank_1,ok
MK14,MK14_active_L000298,active,development_validation,MK14_3KQ7_aligned,3,-8.682,-8.694,-8.386,-8.682,-8.694,-8.386,0.3080000000000016,8.682,8.694,pose_rank_1,ok
MK14,MK14_active_L000300,active,development_validation,MK14_1A9U_aligned,3,-10.02,-9.997,-9.997,-9.997,-10.02,-9.997,0.022999999999999687,9.997,10.02,pose_rank_1,ok
MK14,MK14_active_L000300,active,development_validation,MK14_2QD9_reference,3,-8.427,-8.426,-8.464,-8.427,-8.464,-8.426,0.038000000000000256,8.427,8.464,pose_rank_1,ok
MK14,MK14_active_L000300,active,development_validation,MK14_3K3J_aligned,3,-10.81,-10.94,-10.94,-10.94,-10.94,-10.81,0.129999999999999,10.94,10.94,pose_rank_1,ok
MK14,MK14_active_L000300,active,development_validation,MK14_3KQ7_aligned,3,-11.08,-11.05,-10.98,-11.05,-11.08,-10.98,0.09999999999999964,11.05,11.08,pose_rank_1,ok
MK14,MK14_active_L000302,active,development_train,MK14_1A9U_aligned,3,-8.595,-8.58,-8.603,-8.595,-8.603,-8.58,0.022999999999999687,8.595,8.603,pose_rank_1,ok
MK14,MK14_active_L000302,active,development_train,MK14_2QD9_reference,3,-9.283,-9.235,-9.234,-9.235,-9.283,-9.234,0.04899999999999949,9.235,9.283,pose_rank_1,ok
MK14,MK14_active_L000302,active,development_train,MK14_3K3J_aligned,3,-8.908,-8.891,-8.902,-8.902,-8.908,-8.891,0.01699999999999946,8.902,8.908,pose_rank_1,ok
MK14,MK14_active_L000302,active,development_train,MK14_3KQ7_aligned,3,-8.859,-8.903,-8.895,-8.895,-8.903,-8.859,0.04400000000000048,8.895,8.903,pose_rank_1,ok
MK14,MK14_active_L000304,active,development_train,MK14_1A9U_aligned,3,-9.177,-9.134,-9.241,-9.177,-9.241,-9.134,0.10699999999999932,9.177,9.241,pose_rank_1,ok
MK14,MK14_active_L000304,active,development_train,MK14_2QD9_reference,3,-8.54,-8.534,-8.483,-8.534,-8.54,-8.483,0.05699999999999861,8.534,8.54,pose_rank_1,ok
MK14,MK14_active_L000304,active,development_train,MK14_3K3J_aligned,3,-11.43,-11.44,-10.5,-11.43,-11.44,-10.5,0.9399999999999995,11.43,11.44,pose_rank_1,ok
MK14,MK14_active_L000304,active,development_train,MK14_3KQ7_aligned,3,-12.87,-11.07,-12.86,-12.86,-12.87,-11.07,1.799999999999999,12.86,12.87,pose_rank_1,ok
MK14,MK14_active_L000308,active,development_train,MK14_1A9U_aligned,3,-9.221,-9.206,-9.122,-9.206,-9.221,-9.122,0.0990000000000002,9.206,9.221,pose_rank_1,ok
MK14,MK14_active_L000308,active,development_train,MK14_2QD9_reference,3,-10.34,-10.37,-10.34,-10.34,-10.37,-10.34,0.02999999999999936,10.34,10.37,pose_rank_1,ok
MK14,MK14_active_L000308,active,development_train,MK14_3K3J_aligned,3,-8.922,-8.942,-8.875,-8.922,-8.942,-8.875,0.06700000000000017,8.922,8.942,pose_rank_1,ok
MK14,MK14_active_L000308,active,development_train,MK14_3KQ7_aligned,3,-9.705,-10.63,-10.55,-10.55,-10.63,-9.705,0.9250000000000007,10.55,10.63,pose_rank_1,ok
MK14,MK14_active_L000314,active,development_train,MK14_1A9U_aligned,3,-9.032,-9.021,-9.018,-9.021,-9.032,-9.018,0.013999999999999346,9.021,9.032,pose_rank_1,ok
MK14,MK14_active_L000314,active,development_train,MK14_2QD9_reference,3,-9.615,-9.653,-9.583,-9.615,-9.653,-9.583,0.07000000000000028,9.615,9.653,pose_rank_1,ok
MK14,MK14_active_L000314,active,development_train,MK14_3K3J_aligned,3,-9.646,-9.633,-9.65,-9.646,-9.65,-9.633,0.017000000000001236,9.646,9.65,pose_rank_1,ok
MK14,MK14_active_L000314,active,development_train,MK14_3KQ7_aligned,3,-10.73,-10.74,-10.71,-10.73,-10.74,-10.71,0.02999999999999936,10.73,10.74,pose_rank_1,ok
MK14,MK14_active_L000315,active,development_validation,MK14_1A9U_aligned,3,-7.85,-7.902,-7.861,-7.861,-7.902,-7.85,0.05200000000000049,7.861,7.902,pose_rank_1,ok
MK14,MK14_active_L000315,active,development_validation,MK14_2QD9_reference,3,-8.878,-8.907,-8.81,-8.878,-8.907,-8.81,0.09699999999999953,8.878,8.907,pose_rank_1,ok
MK14,MK14_active_L000315,active,development_validation,MK14_3K3J_aligned,3,-8.166,-8.175,-8.212,-8.175,-8.212,-8.166,0.045999999999999375,8.175,8.212,pose_rank_1,ok
MK14,MK14_active_L000315,active,development_validation,MK14_3KQ7_aligned,3,-9.957,-9.925,-9.954,-9.954,-9.957,-9.925,0.03200000000000003,9.954,9.957,pose_rank_1,ok
MK14,MK14_active_L000316,active,development_train,MK14_1A9U_aligned,3,-8.436,-8.3,-8.442,-8.436,-8.442,-8.3,0.14199999999999946,8.436,8.442,pose_rank_1,ok
MK14,MK14_active_L000316,active,development_train,MK14_2QD9_reference,3,-8.42,-8.397,-8.276,-8.397,-8.42,-8.276,0.14400000000000013,8.397,8.42,pose_rank_1,ok
MK14,MK14_active_L000316,active,development_train,MK14_3K3J_aligned,3,-8.92,-9.036,-8.665,-8.92,-9.036,-8.665,0.37100000000000044,8.92,9.036,pose_rank_1,ok
MK14,MK14_active_L000316,active,development_train,MK14_3KQ7_aligned,3,-9.122,-9.068,-9.102,-9.102,-9.122,-9.068,0.05400000000000027,9.102,9.122,pose_rank_1,ok
MK14,MK14_active_L000328,active,development_train,MK14_1A9U_aligned,3,-8.819,-8.822,-8.824,-8.822,-8.824,-8.819,0.004999999999999005,8.822,8.824,pose_rank_1,ok
MK14,MK14_active_L000328,active,development_train,MK14_2QD9_reference,3,-9.248,-9.267,-9.162,-9.248,-9.267,-9.162,0.10499999999999865,9.248,9.267,pose_rank_1,ok
MK14,MK14_active_L000328,active,development_train,MK14_3K3J_aligned,3,-9.811,-9.465,-8.981,-9.465,-9.811,-8.981,0.8300000000000001,9.465,9.811,pose_rank_1,ok
MK14,MK14_active_L000328,active,development_train,MK14_3KQ7_aligned,3,-10.05,-9.296,-9.985,-9.985,-10.05,-9.296,0.7540000000000013,9.985,10.05,pose_rank_1,ok
MK14,MK14_active_L000330,active,development_validation,MK14_1A9U_aligned,3,-9.712,-9.744,-9.767,-9.744,-9.767,-9.712,0.054999999999999716,9.744,9.767,pose_rank_1,ok
MK14,MK14_active_L000330,active,development_validation,MK14_2QD9_reference,3,-9.748,-9.723,-9.772,-9.748,-9.772,-9.723,0.04899999999999949,9.748,9.772,pose_rank_1,ok
MK14,MK14_active_L000330,active,development_validation,MK14_3K3J_aligned,3,-9.381,-9.377,-9.355,-9.377,-9.381,-9.355,0.0259999999999998,9.377,9.381,pose_rank_1,ok
MK14,MK14_active_L000330,active,development_validation,MK14_3KQ7_aligned,3,-10.65,-10.64,-10.66,-10.65,-10.66,-10.64,0.019999999999999574,10.65,10.66,pose_rank_1,ok
MK14,MK14_active_L000335,active,development_train,MK14_1A9U_aligned,3,-8.396,-7.933,-7.922,-7.933,-8.396,-7.922,0.4740000000000011,7.933,8.396,pose_rank_1,ok
MK14,MK14_active_L000335,active,development_train,MK14_2QD9_reference,3,-8.949,-9.018,-8.997,-8.997,-9.018,-8.949,0.06900000000000084,8.997,9.018,pose_rank_1,ok
MK14,MK14_active_L000335,active,development_train,MK14_3K3J_aligned,3,-8.722,-8.724,-8.724,-8.724,-8.724,-8.722,0.002000000000000668,8.724,8.724,pose_rank_1,ok
MK14,MK14_active_L000335,active,development_train,MK14_3KQ7_aligned,3,-9.224,-9.246,-9.245,-9.245,-9.246,-9.224,0.02200000000000024,9.245,9.246,pose_rank_1,ok
MK14,MK14_active_L000338,active,development_train,MK14_1A9U_aligned,3,-9.595,-9.612,-9.571,-9.595,-9.612,-9.571,0.04100000000000037,9.595,9.612,pose_rank_1,ok
MK14,MK14_active_L000338,active,development_train,MK14_2QD9_reference,3,-9.011,-9.077,-8.965,-9.011,-9.077,-8.965,0.1120000000000001,9.011,9.077,pose_rank_1,ok
MK14,MK14_active_L000338,active,development_train,MK14_3K3J_aligned,3,-9.722,-9.934,-10.12,-9.934,-10.12,-9.722,0.3979999999999997,9.934,10.12,pose_rank_1,ok
MK14,MK14_active_L000338,active,development_train,MK14_3KQ7_aligned,3,-10.19,-10.17,-10.14,-10.17,-10.19,-10.14,0.049999999999998934,10.17,10.19,pose_rank_1,ok
MK14,MK14_active_L000340,active,development_train,MK14_1A9U_aligned,3,-10.35,-10.34,-10.44,-10.35,-10.44,-10.34,0.09999999999999964,10.35,10.44,pose_rank_1,ok
MK14,MK14_active_L000340,active,development_train,MK14_2QD9_reference,3,-9.409,-9.36,-9.453,-9.409,-9.453,-9.36,0.09299999999999997,9.409,9.453,pose_rank_1,ok
MK14,MK14_active_L000340,active,development_train,MK14_3K3J_aligned,3,-11.13,-11.13,-11.15,-11.13,-11.15,-11.13,0.019999999999999574,11.13,11.15,pose_rank_1,ok
MK14,MK14_active_L000340,active,development_train,MK14_3KQ7_aligned,3,-10.68,-10.68,-10.69,-10.68,-10.69,-10.68,0.009999999999999787,10.68,10.69,pose_rank_1,ok
MK14,MK14_active_L000341,active,development_train,MK14_1A9U_aligned,3,-8.056,-8.061,-8.057,-8.057,-8.061,-8.056,0.005000000000000782,8.057,8.061,pose_rank_1,ok
MK14,MK14_active_L000341,active,development_train,MK14_2QD9_reference,3,-8.258,-8.254,-8.261,-8.258,-8.261,-8.254,0.006999999999999673,8.258,8.261,pose_rank_1,ok
MK14,MK14_active_L000341,active,development_train,MK14_3K3J_aligned,3,-8.603,-10.42,-8.598,-8.603,-10.42,-8.598,1.8219999999999992,8.603,10.42,pose_rank_1,ok
