target_id,ligand_id,label,selection_role,receptor_id,seed_count,20260821_representative_score,20260822_representative_score,20260823_representative_score,median_representative_score,minimum_representative_score,maximum_representative_score,seed_score_range,primary_ranking_score,sensitivity_ranking_score,representative_method,status
EGFR,EGFR_active_L000298,active,development_train,4JQ7,3,-8.284,-8.463,-8.661,-8.463,-8.661,-8.284,0.3769999999999989,8.463,8.661,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,1M17,3,-8.66,-8.26,-8.385,-8.385,-8.66,-8.26,0.40000000000000036,8.385,8.66,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,1XKK,3,-9.137,-9.239,-9.102,-9.137,-9.239,-9.102,0.13700000000000045,9.137,9.239,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,2ITW,3,-8.186,-8.097,-8.25,-8.186,-8.25,-8.097,0.15300000000000047,8.186,8.25,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,2RGP,3,-8.932,-10.114,-9.518,-9.518,-10.114,-8.932,1.1820000000000004,9.518,10.114,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,3BEL,3,-9.279,-9.81,-9.246,-9.279,-9.81,-9.246,0.5640000000000001,9.279,9.81,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,3POZ,3,-10.262,-10.751,-10.804,-10.751,-10.804,-10.262,0.5419999999999998,10.751,10.804,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,3W2S,3,-9.768,-10.29,-10.181,-10.181,-10.29,-9.768,0.5219999999999985,10.181,10.29,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,3W32,3,-11.001,-10.967,-10.958,-10.967,-11.001,-10.958,0.04299999999999926,10.967,11.001,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,3W33,3,-10.431,-10.669,-10.79,-10.669,-10.79,-10.431,0.359,10.669,10.79,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,4G5J,3,-7.654,-8.187,-8.03,-8.03,-8.187,-7.654,0.5329999999999995,8.03,8.187,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,4I23,3,-8.097,-7.981,-8.01,-8.01,-8.097,-7.981,0.11599999999999966,8.01,8.097,pose_rank_1,ok
EGFR,EGFR_active_L000307,active,development_train,4JQ7,3,-8.544,-8.627,-8.666,-8.627,-8.666,-8.544,0.12199999999999989,8.627,8.666,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,1M17,3,-8.44,-8.485,-8.378,-8.44,-8.485,-8.378,0.10699999999999932,8.44,8.485,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,1XKK,3,-8.818,-9.073,-9.166,-9.073,-9.166,-8.818,0.34800000000000075,9.073,9.166,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,2ITW,3,-7.389,-7.472,-7.64,-7.472,-7.64,-7.389,0.25099999999999945,7.472,7.64,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,2RGP,3,-8.986,-9.068,-9.039,-9.039,-9.068,-8.986,0.08199999999999896,9.039,9.068,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,3BEL,3,-8.91,-8.753,-8.873,-8.873,-8.91,-8.753,0.15700000000000003,8.873,8.91,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,3POZ,3,-9.002,-8.897,-9.032,-9.002,-9.032,-8.897,0.1349999999999998,9.002,9.032,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,3W2S,3,-9.047,-8.934,-8.868,-8.934,-9.047,-8.868,0.17900000000000027,8.934,9.047,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,3W32,3,-9.131,-9.147,-9.177,-9.147,-9.177,-9.131,0.045999999999999375,9.147,9.177,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,3W33,3,-9.152,-9.055,-9.076,-9.076,-9.152,-9.055,0.09699999999999953,9.076,9.152,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,4G5J,3,-7.82,-7.818,-7.833,-7.82,-7.833,-7.818,0.015000000000000568,7.82,7.833,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,4I23,3,-8.095,-8.384,-8.245,-8.245,-8.384,-8.095,0.2889999999999997,8.245,8.384,pose_rank_1,ok
EGFR,EGFR_active_L000313,active,development_train,4JQ7,3,-8.587,-8.169,-8.165,-8.169,-8.587,-8.165,0.4220000000000006,8.169,8.587,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,1M17,3,-8.428,-8.454,-8.443,-8.443,-8.454,-8.428,0.0259999999999998,8.443,8.454,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,1XKK,3,-9.19,-9.198,-9.207,-9.198,-9.207,-9.19,0.017000000000001236,9.198,9.207,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,2ITW,3,-7.621,-7.932,-7.975,-7.932,-7.975,-7.621,0.3539999999999992,7.932,7.975,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,2RGP,3,-9.082,-9.583,-9.646,-9.583,-9.646,-9.082,0.5640000000000001,9.583,9.646,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,3BEL,3,-9.693,-9.654,-9.425,-9.654,-9.693,-9.425,0.2679999999999989,9.654,9.693,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,3POZ,3,-9.496,-9.515,-9.478,-9.496,-9.515,-9.478,0.03700000000000081,9.496,9.515,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,3W2S,3,-8.83,-9.082,-9.052,-9.052,-9.082,-8.83,0.25200000000000067,9.052,9.082,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,3W32,3,-9.21,-9.433,-9.397,-9.397,-9.433,-9.21,0.22299999999999898,9.397,9.433,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,3W33,3,-9.671,-9.758,-9.683,-9.683,-9.758,-9.671,0.08699999999999974,9.683,9.758,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,4G5J,3,-8.318,-8.058,-8.339,-8.318,-8.339,-8.058,0.2810000000000006,8.318,8.339,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,4I23,3,-8.804,-8.507,-8.713,-8.713,-8.804,-8.507,0.2970000000000006,8.713,8.804,pose_rank_1,ok
EGFR,EGFR_active_L000317,active,development_train,4JQ7,3,-8.191,-8.109,-8.052,-8.109,-8.191,-8.052,0.13900000000000112,8.109,8.191,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,1M17,3,-7.509,-7.597,-7.654,-7.597,-7.654,-7.509,0.14499999999999957,7.597,7.654,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,1XKK,3,-8.483,-8.456,-8.471,-8.471,-8.483,-8.456,0.027000000000001023,8.471,8.483,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,2ITW,3,-7.315,-7.225,-7.309,-7.309,-7.315,-7.225,0.09000000000000075,7.309,7.315,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,2RGP,3,-7.902,-7.337,-7.949,-7.902,-7.949,-7.337,0.6120000000000001,7.902,7.949,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,3BEL,3,-8.13,-8.076,-8.09,-8.09,-8.13,-8.076,0.05400000000000027,8.09,8.13,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,3POZ,3,-8.029,-8.01,-7.941,-8.01,-8.029,-7.941,0.08800000000000008,8.01,8.029,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,3W2S,3,-7.5,-7.519,-7.488,-7.5,-7.519,-7.488,0.030999999999999694,7.5,7.519,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,3W32,3,-7.6,-7.587,-7.614,-7.6,-7.614,-7.587,0.027000000000000135,7.6,7.614,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,3W33,3,-7.995,-8.019,-8.028,-8.019,-8.028,-7.995,0.03300000000000036,8.019,8.028,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,4G5J,3,-7.366,-7.456,-7.397,-7.397,-7.456,-7.366,0.09000000000000075,7.397,7.456,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,4I23,3,-7.349,-7.308,-7.281,-7.308,-7.349,-7.281,0.0680000000000005,7.308,7.349,pose_rank_1,ok
EGFR,EGFR_active_L000319,active,development_train,4JQ7,3,-8.315,-8.155,-8.373,-8.315,-8.373,-8.155,0.21799999999999997,8.315,8.373,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,1M17,3,-6.347,-6.311,-6.595,-6.347,-6.595,-6.311,0.2839999999999998,6.347,6.595,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,1XKK,3,-7.725,-7.805,-7.791,-7.791,-7.805,-7.725,0.08000000000000007,7.791,7.805,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,2ITW,3,-6.616,-6.638,-6.221,-6.616,-6.638,-6.221,0.4169999999999998,6.616,6.638,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,2RGP,3,-7.311,-7.333,-7.274,-7.311,-7.333,-7.274,0.05900000000000016,7.311,7.333,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,3BEL,3,-7.471,-7.471,-7.642,-7.471,-7.642,-7.471,0.17100000000000026,7.471,7.642,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,3POZ,3,-7.46,-7.402,-7.525,-7.46,-7.525,-7.402,0.12300000000000022,7.46,7.525,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,3W2S,3,-7.157,-7.271,-7.26,-7.26,-7.271,-7.157,0.11399999999999988,7.26,7.271,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,3W32,3,-7.466,-7.507,-7.422,-7.466,-7.507,-7.422,0.08499999999999996,7.466,7.507,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,3W33,3,-7.967,-7.908,-7.884,-7.908,-7.967,-7.884,0.0829999999999993,7.908,7.967,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,4G5J,3,-6.713,-6.464,-6.613,-6.613,-6.713,-6.464,0.24899999999999967,6.613,6.713,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,4I23,3,-6.561,-6.632,-6.548,-6.561,-6.632,-6.548,0.08399999999999963,6.561,6.632,pose_rank_1,ok
EGFR,EGFR_active_L000320,active,development_train,4JQ7,3,-6.459,-6.559,-6.462,-6.462,-6.559,-6.459,0.10000000000000053,6.462,6.559,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,1M17,3,-9.227,-9.118,-9.215,-9.215,-9.227,-9.118,0.10899999999999999,9.215,9.227,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,1XKK,3,-10.119,-9.958,-10.001,-10.001,-10.119,-9.958,0.1609999999999996,10.001,10.119,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,2ITW,3,-8.491,-8.364,-8.493,-8.491,-8.493,-8.364,0.12899999999999956,8.491,8.493,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,2RGP,3,-9.479,-7.002,-9.528,-9.479,-9.528,-7.002,2.5260000000000007,9.479,9.528,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,3BEL,3,-9.306,-9.685,-9.85,-9.685,-9.85,-9.306,0.5440000000000005,9.685,9.85,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,3POZ,3,-10.392,-10.295,-10.429,-10.392,-10.429,-10.295,0.13400000000000034,10.392,10.429,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,3W2S,3,-9.048,-9.368,-8.583,-9.048,-9.368,-8.583,0.7850000000000001,9.048,9.368,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,3W32,3,-9.383,-9.424,-9.623,-9.424,-9.623,-9.383,0.2400000000000002,9.424,9.623,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,3W33,3,-9.778,-9.62,-9.561,-9.62,-9.778,-9.561,0.21700000000000053,9.62,9.778,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,4G5J,3,-7.485,-7.514,-7.549,-7.514,-7.549,-7.485,0.06400000000000006,7.514,7.549,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,4I23,3,-8.035,-8.161,-9.329,-8.161,-9.329,-8.035,1.2940000000000005,8.161,9.329,pose_rank_1,ok
EGFR,EGFR_active_L000325,active,development_train,4JQ7,3,-9.364,-8.811,-8.751,-8.811,-9.364,-8.751,0.6130000000000013,8.811,9.364,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,1M17,3,-7.181,-7.167,-7.116,-7.167,-7.181,-7.116,0.06500000000000039,7.167,7.181,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,1XKK,3,-7.415,-7.43,-7.414,-7.415,-7.43,-7.414,0.016000000000000014,7.415,7.43,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,2ITW,3,-6.636,-6.644,-6.621,-6.636,-6.644,-6.621,0.022999999999999687,6.636,6.644,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,2RGP,3,-7.311,-7.316,-7.325,-7.316,-7.325,-7.311,0.014000000000000234,7.316,7.325,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,3BEL,3,-7.406,-7.402,-7.386,-7.402,-7.406,-7.386,0.019999999999999574,7.402,7.406,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,3POZ,3,-7.323,-7.297,-7.297,-7.297,-7.323,-7.297,0.02600000000000069,7.297,7.323,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,3W2S,3,-7.235,-7.229,-7.258,-7.235,-7.258,-7.229,0.028999999999999915,7.235,7.258,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,3W32,3,-7.322,-7.379,-7.361,-7.361,-7.379,-7.322,0.056999999999999496,7.361,7.379,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,3W33,3,-7.525,-7.548,-7.554,-7.548,-7.554,-7.525,0.028999999999999915,7.548,7.554,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,4G5J,3,-6.993,-7.009,-7.019,-7.009,-7.019,-6.993,0.0259999999999998,7.009,7.019,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,4I23,3,-7.022,-7.064,-7.067,-7.064,-7.067,-7.022,0.04499999999999993,7.064,7.067,pose_rank_1,ok
EGFR,EGFR_active_L000328,active,development_train,4JQ7,3,-6.979,-7.005,-6.991,-6.991,-7.005,-6.979,0.0259999999999998,6.991,7.005,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,1M17,3,-7.051,-7.013,-7.04,-7.04,-7.051,-7.013,0.038000000000000256,7.04,7.051,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,1XKK,3,-8.261,-8.257,-8.289,-8.261,-8.289,-8.257,0.03200000000000003,8.261,8.289,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,2ITW,3,-6.818,-6.83,-6.831,-6.83,-6.831,-6.818,0.013000000000000789,6.83,6.831,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,2RGP,3,-8.06,-7.879,-8.048,-8.048,-8.06,-7.879,0.18100000000000094,8.048,8.06,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,3BEL,3,-7.899,-7.919,-7.917,-7.917,-7.919,-7.899,0.019999999999999574,7.917,7.919,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,3POZ,3,-7.952,-7.983,-7.961,-7.961,-7.983,-7.952,0.030999999999999694,7.961,7.983,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,3W2S,3,-7.718,-7.714,-7.687,-7.714,-7.718,-7.687,0.030999999999999694,7.714,7.718,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,3W32,3,-7.663,-7.621,-7.618,-7.621,-7.663,-7.618,0.04499999999999993,7.621,7.663,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,3W33,3,-8.026,-8.013,-7.96,-8.013,-8.026,-7.96,0.06599999999999984,8.013,8.026,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,4G5J,3,-6.533,-6.526,-6.587,-6.533,-6.587,-6.526,0.06099999999999994,6.533,6.587,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,4I23,3,-7.059,-6.945,-7.048,-7.048,-7.059,-6.945,0.11399999999999988,7.048,7.059,pose_rank_1,ok
EGFR,EGFR_active_L000333,active,development_train,4JQ7,3,-6.545,-6.546,-6.56,-6.546,-6.56,-6.545,0.01499999999999968,6.546,6.56,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,1M17,3,-8.528,-8.867,-8.742,-8.742,-8.867,-8.528,0.3390000000000004,8.742,8.867,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,1XKK,3,-11.749,-11.739,-11.759,-11.749,-11.759,-11.739,0.019999999999999574,11.749,11.759,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,2ITW,3,-8.322,-8.632,-7.946,-8.322,-8.632,-7.946,0.6859999999999999,8.322,8.632,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,2RGP,3,-11.425,-11.443,-11.481,-11.443,-11.481,-11.425,0.05599999999999916,11.443,11.481,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,3BEL,3,-11.679,-11.737,-11.738,-11.737,-11.738,-11.679,0.058999999999999275,11.737,11.738,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,3POZ,3,-11.212,-11.173,-11.198,-11.198,-11.212,-11.173,0.0389999999999997,11.198,11.212,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,3W2S,3,-10.9,-10.912,-10.865,-10.9,-10.912,-10.865,0.0470000000000006,10.9,10.912,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,3W32,3,-11.569,-11.584,-11.559,-11.569,-11.584,-11.559,0.025000000000000355,11.569,11.584,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,3W33,3,-11.208,-11.193,-11.235,-11.208,-11.235,-11.193,0.041999999999999815,11.208,11.235,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,4G5J,3,-8.433,-8.42,-8.424,-8.424,-8.433,-8.42,0.0129999999999999,8.424,8.433,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,4I23,3,-9.144,-9.44,-9.539,-9.44,-9.539,-9.144,0.3949999999999996,9.44,9.539,pose_rank_1,ok
EGFR,EGFR_active_L000335,active,development_train,4JQ7,3,-8.729,-8.799,-8.807,-8.799,-8.807,-8.729,0.07800000000000118,8.799,8.807,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,1M17,3,-9.679,-9.895,-9.861,-9.861,-9.895,-9.679,0.2159999999999993,9.861,9.895,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,1XKK,3,-10.678,-9.971,-10.401,-10.401,-10.678,-9.971,0.7070000000000007,10.401,10.678,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,2ITW,3,-9.109,-9.153,-9.11,-9.11,-9.153,-9.109,0.04400000000000048,9.11,9.153,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,2RGP,3,-10.995,-10.996,-11.336,-10.996,-11.336,-10.995,0.3410000000000011,10.996,11.336,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,3BEL,3,-10.923,-10.95,-10.942,-10.942,-10.95,-10.923,0.026999999999999247,10.942,10.95,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,3POZ,3,-11.637,-11.636,-11.676,-11.637,-11.676,-11.636,0.040000000000000924,11.637,11.676,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,3W2S,3,-11.164,-11.215,-11.32,-11.215,-11.32,-11.164,0.15600000000000058,11.215,11.32,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,3W32,3,-11.91,-12.004,-12.01,-12.004,-12.01,-11.91,0.09999999999999964,12.004,12.01,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,3W33,3,-12.156,-12.031,-12.107,-12.107,-12.156,-12.031,0.125,12.107,12.156,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,4G5J,3,-9.997,-10.004,-9.942,-9.997,-10.004,-9.942,0.06199999999999939,9.997,10.004,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,4I23,3,-9.184,-9.206,-9.261,-9.206,-9.261,-9.184,0.07699999999999996,9.206,9.261,pose_rank_1,ok
EGFR,EGFR_active_L000337,active,development_train,4JQ7,3,-9.663,-9.755,-9.481,-9.663,-9.755,-9.481,0.2740000000000009,9.663,9.755,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,1M17,3,-7.804,-7.771,-7.832,-7.804,-7.832,-7.771,0.06099999999999994,7.804,7.832,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,1XKK,3,-9.256,-9.315,-9.249,-9.256,-9.315,-9.249,0.06599999999999895,9.256,9.315,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,2ITW,3,-7.846,-7.796,-7.818,-7.818,-7.846,-7.796,0.04999999999999982,7.818,7.846,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,2RGP,3,-9.836,-9.501,-10.074,-9.836,-10.074,-9.501,0.5730000000000004,9.836,10.074,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,3BEL,3,-9.429,-9.931,-9.654,-9.654,-9.931,-9.429,0.5019999999999989,9.654,9.931,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,3POZ,3,-9.69,-10.194,-10.249,-10.194,-10.249,-9.69,0.559000000000001,10.194,10.249,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,3W2S,3,-9.342,-9.436,-9.912,-9.436,-9.912,-9.342,0.5700000000000003,9.436,9.912,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,3W32,3,-10.041,-10.165,-10.402,-10.165,-10.402,-10.041,0.3609999999999989,10.165,10.402,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,3W33,3,-9.791,-9.835,-9.679,-9.791,-9.835,-9.679,0.15600000000000058,9.791,9.835,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,4G5J,3,-7.937,-8.024,-8.043,-8.024,-8.043,-7.937,0.10599999999999898,8.024,8.043,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,4I23,3,-7.642,-7.618,-7.685,-7.642,-7.685,-7.618,0.06699999999999928,7.642,7.685,pose_rank_1,ok
EGFR,EGFR_active_L000352,active,development_train,4JQ7,3,-8.329,-8.389,-8.388,-8.388,-8.389,-8.329,0.05999999999999872,8.388,8.389,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,1M17,3,-9.063,-8.954,-9.09,-9.063,-9.09,-8.954,0.13599999999999923,9.063,9.09,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,1XKK,3,-11.747,-11.765,-11.742,-11.747,-11.765,-11.742,0.022999999999999687,11.747,11.765,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,2ITW,3,-9.278,-8.992,-9.1,-9.1,-9.278,-8.992,0.2859999999999996,9.1,9.278,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,2RGP,3,-11.546,-11.514,-11.57,-11.546,-11.57,-11.514,0.05600000000000094,11.546,11.57,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,3BEL,3,-11.595,-11.646,-11.558,-11.595,-11.646,-11.558,0.08800000000000097,11.595,11.646,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,3POZ,3,-11.343,-11.302,-11.391,-11.343,-11.391,-11.302,0.08900000000000041,11.343,11.391,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,3W2S,3,-11.033,-11.056,-11.139,-11.056,-11.139,-11.033,0.10599999999999987,11.056,11.139,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,3W32,3,-11.632,-11.581,-11.609,-11.609,-11.632,-11.581,0.051000000000000156,11.609,11.632,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,3W33,3,-11.522,-11.587,-11.526,-11.526,-11.587,-11.522,0.0649999999999995,11.526,11.587,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,4G5J,3,-8.086,-8.088,-8.088,-8.088,-8.088,-8.086,0.0019999999999988916,8.088,8.088,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,4I23,3,-9.538,-9.568,-9.575,-9.568,-9.575,-9.538,0.036999999999999034,9.568,9.575,pose_rank_1,ok
EGFR,EGFR_active_L000354,active,development_train,4JQ7,3,-9.014,-9.129,-9.471,-9.129,-9.471,-9.014,0.45700000000000074,9.129,9.471,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,1M17,3,-8.762,-8.879,-8.737,-8.762,-8.879,-8.737,0.14199999999999946,8.762,8.879,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,1XKK,3,-9.229,-9.705,-9.642,-9.642,-9.705,-9.229,0.47600000000000087,9.642,9.705,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,2ITW,3,-8.363,-8.345,-8.355,-8.355,-8.363,-8.345,0.017999999999998906,8.355,8.363,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,2RGP,3,-9.227,-9.746,-9.655,-9.655,-9.746,-9.227,0.5190000000000001,9.655,9.746,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,3BEL,3,-9.426,-9.447,-9.311,-9.426,-9.447,-9.311,0.13599999999999923,9.426,9.447,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,3POZ,3,-9.833,-9.809,-9.869,-9.833,-9.869,-9.809,0.0600000000000005,9.833,9.869,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,3W2S,3,-9.69,-9.659,-9.617,-9.659,-9.69,-9.617,0.07299999999999862,9.659,9.69,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,3W32,3,-9.577,-9.56,-9.602,-9.577,-9.602,-9.56,0.041999999999999815,9.577,9.602,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,3W33,3,-9.784,-9.788,-9.678,-9.784,-9.788,-9.678,0.10999999999999943,9.784,9.788,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,4G5J,3,-7.341,-7.277,-7.255,-7.277,-7.341,-7.255,0.0860000000000003,7.277,7.341,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,4I23,3,-8.959,-7.971,-8.862,-8.862,-8.959,-7.971,0.9879999999999995,8.862,8.959,pose_rank_1,ok
EGFR,EGFR_active_L000358,active,development_train,4JQ7,3,-9.166,-8.808,-8.885,-8.885,-9.166,-8.808,0.35800000000000054,8.885,9.166,pose_rank_1,ok
EGFR,EGFR_active_L000368,active,development_train,1M17,3,-8.338,-8.337,-8.33,-8.337,-8.338,-8.33,0.007999999999999119,8.337,8.338,pose_rank_1,ok
EGFR,EGFR_active_L000368,active,development_train,1XKK,3,-8.852,-8.873,-8.86,-8.86,-8.873,-8.852,0.02099999999999902,8.86,8.873,pose_rank_1,ok
EGFR,EGFR_active_L000368,active,development_train,2ITW,3,-8.404,-8.419,-8.437,-8.419,-8.437,-8.404,0.032999999999999474,8.419,8.437,pose_rank_1,ok
